측정 연도,측정 일자,측정 차수,정점명,측정 라인,수심,위도,경도,분류군(영명),분류군(국명),종(영명),종(국명),단위면적당생물량,피도,빈도,상대피도,상대빈도,중요도
2016,2016-10-19,3,차귀,A,6,,,Rhodophyta,홍조식물문,Plocamium telfairiae,참곱슬이,6,1,,,,
2016,2016-10-19,3,차귀,B,,,,Rhodophyta,홍조식물문,Plocamium telfairiae,참곱슬이,,1,,,,
2016,2016-10-20,3,두모,A,10,,,Chlorophyta,녹조식물문,Cladophora wrightiana,갈색대마디말,,1,,,,
2016,2016-10-20,3,두모,A,10,,,Chlorophyta,녹조식물문,Cladophora wrightiana,갈색대마디말,54,5,,,,
2016,2016-10-20,3,두모,B,10,,,Chlorophyta,녹조식물문,Cladophora wrightiana,갈색대마디말,73,2,,,,
2016,2016-10-20,3,두모,A,3,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,3208,2,,,,
2016,2016-10-20,3,두모,A,6,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,,11,,,,
2016,2016-10-20,3,두모,A,6,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,204,12,,,,
2016,2016-10-20,3,두모,A,10,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,,28,,,,
2016,2016-10-20,3,두모,A,10,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,274,13,,,,
2016,2016-10-20,3,두모,B,3,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,723,24,,,,
2016,2016-10-20,3,두모,B,6,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,,3,,,,
2016,2016-10-20,3,두모,B,6,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,57,7,,,,
2016,2016-10-20,3,두모,B,10,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,,36,,,,
2016,2016-10-20,3,두모,B,10,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,442,20,,,,
2016,2016-10-20,3,두모,A,3,,,,,Melobesioidean algae,무절산호조류,,18,,,,
2016,2016-10-20,3,두모,A,3,,,,,Melobesioidean algae,무절산호조류,,15,,,,
2016,2016-10-20,3,두모,A,6,,,,,Melobesioidean algae,무절산호조류,,10,,,,
2016,2016-10-20,3,두모,A,6,,,,,Melobesioidean algae,무절산호조류,,12,,,,
2016,2016-10-20,3,두모,A,10,,,,,Melobesioidean algae,무절산호조류,,54,,,,
2016,2016-10-20,3,두모,A,10,,,,,Melobesioidean algae,무절산호조류,,58,,,,
2016,2016-10-20,3,두모,B,3,,,,,Melobesioidean algae,무절산호조류,,22,,,,
2016,2016-10-20,3,두모,B,3,,,,,Melobesioidean algae,무절산호조류,,24,,,,
2016,2016-10-20,3,두모,B,6,,,,,Melobesioidean algae,무절산호조류,,25,,,,
2016,2016-10-20,3,두모,B,6,,,,,Melobesioidean algae,무절산호조류,,16,,,,
2016,2016-10-20,3,두모,B,10,,,,,Melobesioidean algae,무절산호조류,,18,,,,
2016,2016-10-20,3,두모,B,10,,,,,Melobesioidean algae,무절산호조류,,26,,,,
2016,2016-10-20,3,두모,B,6,,,Rhodophyta,홍조식물문,Grateloupia angusta,붉은뼈까막살,,2,,,,
2016,2016-10-20,3,두모,B,10,,,Rhodophyta,홍조식물문,Grateloupia angusta,붉은뼈까막살,,2,,,,
2016,2016-10-20,3,두모,B,10,,,Rhodophyta,홍조식물문,Grateloupia angusta,붉은뼈까막살,22,2,,,,
2016,2016-10-20,3,두모,A,3,,,,,Articulated coralline algae,유절산호조류,,74,,,,
2016,2016-10-20,3,두모,A,3,,,,,Articulated coralline algae,유절산호조류,1082,70,,,,
2016,2016-10-20,3,두모,A,6,,,,,Articulated coralline algae,유절산호조류,,75,,,,
2016,2016-10-20,3,두모,A,6,,,,,Articulated coralline algae,유절산호조류,1018,68,,,,
2016,2016-10-20,3,두모,A,10,,,,,Articulated coralline algae,유절산호조류,,12,,,,
2016,2016-10-20,3,두모,A,10,,,,,Articulated coralline algae,유절산호조류,305,20,,,,
2016,2016-10-20,3,두모,B,3,,,,,Articulated coralline algae,유절산호조류,,54,,,,
2016,2016-10-20,3,두모,B,3,,,,,Articulated coralline algae,유절산호조류,630,4,,,,
2016,2016-10-20,3,두모,B,6,,,,,Articulated coralline algae,유절산호조류,,32,,,,
2016,2016-10-20,3,두모,B,6,,,,,Articulated coralline algae,유절산호조류,787,52,,,,
2016,2016-10-20,3,두모,B,10,,,,,Articulated coralline algae,유절산호조류,,44,,,,
2016,2016-10-20,3,두모,B,10,,,,,Articulated coralline algae,유절산호조류,724,48,,,,
2016,2016-10-20,3,두모,B,10,,,Rhodophyta,홍조식물문,Plocamium telfairiae,참곱슬이,25,2,,,,
2016,2016-10-21,3,수원,A,3,,,Chlorophyta,녹조식물문,Cladophora wrightiana,갈색대마디말,,5,,,,
2016,2016-10-21,3,수원,A,3,,,Chlorophyta,녹조식물문,Cladophora wrightiana,갈색대마디말,7,1,,,,
2016,2016-10-21,3,수원,A,6,,,Chlorophyta,녹조식물문,Cladophora wrightiana,갈색대마디말,,2,,,,
2016,2016-10-21,3,수원,A,6,,,Chlorophyta,녹조식물문,Cladophora wrightiana,갈색대마디말,47,3,,,,
2016,2016-10-21,3,수원,A,10,,,Chlorophyta,녹조식물문,Cladophora wrightiana,갈색대마디말,,5,,,,
2016,2016-10-21,3,수원,A,10,,,Chlorophyta,녹조식물문,Cladophora wrightiana,갈색대마디말,44,2,,,,
2016,2016-10-21,3,수원,A,3,,,Chlorophyta,녹조식물문,Codium coactum,누운청각,,3,,,,
2016,2016-10-21,3,수원,A,3,,,Chlorophyta,녹조식물문,Codium coactum,누운청각,33,1,,,,
2016,2016-10-21,3,수원,A,10,,,Chlorophyta,녹조식물문,Codium coactum,누운청각,,10,,,,
2016,2016-10-21,3,수원,A,10,,,Chlorophyta,녹조식물문,Codium contractum,몽우리청각,55,2,,,,
2016,2016-10-21,3,수원,A,3,,,,,Melobesioidean algae,무절산호조류,,12,,,,
2016,2016-10-21,3,수원,A,3,,,,,Melobesioidean algae,무절산호조류,,18,,,,
2016,2016-10-21,3,수원,A,6,,,,,Melobesioidean algae,무절산호조류,,18,,,,
2016,2016-10-21,3,수원,A,6,,,,,Melobesioidean algae,무절산호조류,,34,,,,
2016,2016-10-21,3,수원,A,10,,,,,Melobesioidean algae,무절산호조류,,32,,,,
2016,2016-10-21,3,수원,A,10,,,,,Melobesioidean algae,무절산호조류,,36,,,,
2016,2016-10-21,3,수원,A,3,,,Rhodophyta,홍조식물문,Grateloupia angusta,붉은뼈까막살,10,1,,,,
2016,2016-10-21,3,수원,A,6,,,Rhodophyta,홍조식물문,Grateloupia angusta,붉은뼈까막살,,3,,,,
2016,2016-10-21,3,수원,A,6,,,Rhodophyta,홍조식물문,Grateloupia angusta,붉은뼈까막살,45,5,,,,
2016,2016-10-21,3,수원,A,10,,,Rhodophyta,홍조식물문,Grateloupia angusta,붉은뼈까막살,,1,,,,
2016,2016-10-21,3,수원,A,10,,,Rhodophyta,홍조식물문,Grateloupia angusta,붉은뼈까막살,6,1,,,,
2016,2016-10-21,3,수원,A,3,,,,,Articulated coralline algae,유절산호조류,,42,,,,
2016,2016-10-21,3,수원,A,3,,,,,Articulated coralline algae,유절산호조류,440,44,,,,
2016,2016-10-21,3,수원,A,6,,,,,Articulated coralline algae,유절산호조류,,32,,,,
2016,2016-10-21,3,수원,A,6,,,,,Articulated coralline algae,유절산호조류,306,30,,,,
2016,2016-10-21,3,수원,A,10,,,,,Articulated coralline algae,유절산호조류,,16,,,,
2016,2016-10-21,3,수원,A,10,,,,,Articulated coralline algae,유절산호조류,210,20,,,,
2016,2016-10-21,3,수원,A,3,,,Rhodophyta,홍조식물문,Peyssonnelia caulifera,자루바다표고,,5,,,,
2016,2016-10-21,3,수원,A,3,,,Rhodophyta,홍조식물문,Peyssonnelia caulifera,자루바다표고,12,2,,,,
2016,2016-10-21,3,수원,A,6,,,Rhodophyta,홍조식물문,Peyssonnelia caulifera,자루바다표고,,8,,,,
2016,2016-10-21,3,수원,A,6,,,Rhodophyta,홍조식물문,Peyssonnelia caulifera,자루바다표고,195,14,,,,
2016,2016-10-21,3,수원,A,10,,,Rhodophyta,홍조식물문,Peyssonnelia caulifera,자루바다표고,14,2,,,,
2016,2016-11-03,3,추자(청도),A,3,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,,25,,,,
2016,2016-11-03,3,추자(청도),A,3,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,760,34,,,,
2016,2016-11-03,3,추자(청도),A,6,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,90,7,,,,
2016,2016-11-03,3,추자(청도),A,10,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,,17,,,,
2016,2016-11-03,3,추자(청도),B,,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,,22,,,,
2016,2016-11-03,3,추자(청도),B,,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,66,8,,,,
2016,2016-11-03,3,추자(청도),B,,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,,16,,,,
2016,2016-11-03,3,추자(청도),B,,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,,32,,,,
2016,2016-11-03,3,추자(청도),B,,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,722,28,,,,
2016,2016-11-03,3,추자(청도),B,,,,Rhodophyta,홍조식물문,Chondracanthus tenellus,돌가사리,,1,,,,
2016,2016-11-03,3,추자(청도),A,3,,,,,Melobesioidean algae,무절산호조류,,28,,,,
2016,2016-11-03,3,추자(청도),A,3,,,,,Melobesioidean algae,무절산호조류,,16,,,,
2016,2016-11-03,3,추자(청도),A,6,,,,,Melobesioidean algae,무절산호조류,,7,,,,
2016,2016-11-03,3,추자(청도),A,6,,,,,Melobesioidean algae,무절산호조류,,12,,,,
2016,2016-11-03,3,추자(청도),A,10,,,,,Melobesioidean algae,무절산호조류,,8,,,,
2016,2016-11-03,3,추자(청도),A,10,,,,,Melobesioidean algae,무절산호조류,,16,,,,
2016,2016-11-03,3,추자(청도),B,,,,,,Melobesioidean algae,무절산호조류,,8,,,,
2016,2016-11-03,3,추자(청도),B,,,,,,Melobesioidean algae,무절산호조류,,10,,,,
2016,2016-11-03,3,추자(청도),B,,,,,,Melobesioidean algae,무절산호조류,,32,,,,
2016,2016-11-03,3,추자(청도),B,,,,,,Melobesioidean algae,무절산호조류,,5,,,,
2016,2016-11-03,3,추자(청도),B,,,,Phaeophyta,갈조식물문,Dictyopteris divaricata,미끈뼈대그물말,,6,,,,
2016,2016-11-03,3,추자(청도),B,,,,Rhodophyta,홍조식물문,Acanthopeltis japonica,새발,,2,,,,
2016,2016-11-03,3,추자(청도),B,,,,Ochrophyta,대롱편모조식물문,Sargassum yendoi,엔도오모자반,81,3,,,,
2016,2016-11-03,3,추자(청도),A,3,,,,,Articulated coralline algae,유절산호조류,,8,,,,
2016,2016-11-03,3,추자(청도),A,3,,,,,Articulated coralline algae,유절산호조류,677,46,,,,
2016,2016-11-03,3,추자(청도),A,6,,,,,Articulated coralline algae,유절산호조류,,68,,,,
2016,2016-11-03,3,추자(청도),A,6,,,,,Articulated coralline algae,유절산호조류,706,48,,,,
2016,2016-11-03,3,추자(청도),A,10,,,,,Articulated coralline algae,유절산호조류,,72,,,,
2016,2016-11-03,3,추자(청도),A,10,,,,,Articulated coralline algae,유절산호조류,840,58,,,,
2016,2016-11-03,3,추자(청도),B,,,,,,Articulated coralline algae,유절산호조류,,24,,,,
2016,2016-11-03,3,추자(청도),B,,,,,,Articulated coralline algae,유절산호조류,674,46,,,,
2016,2016-11-03,3,추자(청도),B,,,,,,Articulated coralline algae,유절산호조류,,6,,,,
2016,2016-11-03,3,추자(청도),B,,,,,,Articulated coralline algae,유절산호조류,,32,,,,
2016,2016-11-03,3,추자(청도),B,,,,,,Articulated coralline algae,유절산호조류,,74,,,,
2016,2016-11-03,3,추자(청도),B,,,,,,Articulated coralline algae,유절산호조류,1040,70,,,,
2016,2016-11-03,3,추자(청도),B,,,,Rhodophyta,홍조식물문,Peyssonnelia caulifera,자루바다표고,,2,,,,
2016,2016-11-03,3,추자(청도),B,,,,Rhodophyta,홍조식물문,Peyssonnelia caulifera,자루바다표고,170,16,,,,
2016,2016-11-03,3,추자(청도),B,,,,Rhodophyta,홍조식물문,Peyssonnelia caulifera,자루바다표고,18,3,,,,
2016,2016-11-03,3,추자(청도),B,,,,Phaeophyta,갈조식물문,Carpomitra costata,줄의관말,,2,,,,
2016,2016-11-03,3,추자(청도),B,,,,Ochrophyta,대롱편모조식물문,Dictyota coriacea,참가죽그물바탕말,,4,,,,
2016,2016-11-03,3,추자(청도),A,10,,,Rhodophyta,홍조식물문,Plocamium telfairiae,참곱슬이,9,1,,,,
2016,2016-11-03,3,추자(청도),B,,,,Rhodophyta,홍조식물문,Plocamium telfairiae,참곱슬이,,2,,,,
2016,2016-11-03,3,추자(청도),B,,,,Chlorophyta,녹조식물문,Umbraulva japonica,초록갈파래,,1,,,,
2016,2016-11-03,3,추자(청도),A,3,,,Ochrophyta,대롱편모조식물문,Sargassum macrocarpum,큰열매모자반,63,4,,,,
2016,2016-11-03,3,추자(청도),A,6,,,Ochrophyta,대롱편모조식물문,Sargassum macrocarpum,큰열매모자반,,24,,,,
2016,2016-11-03,3,추자(청도),A,6,,,Ochrophyta,대롱편모조식물문,Sargassum macrocarpum,큰열매모자반,394,14,,,,
2016,2016-11-03,3,추자(청도),A,10,,,Ochrophyta,대롱편모조식물문,Sargassum macrocarpum,큰열매모자반,,4,,,,
2016,2016-11-03,3,추자(청도),A,10,,,Ochrophyta,대롱편모조식물문,Sargassum macrocarpum,큰열매모자반,302,15,,,,
2016,2016-11-03,3,추자(청도),B,,,,Ochrophyta,대롱편모조식물문,Sargassum macrocarpum,큰열매모자반,,3,,,,
2016,2016-11-03,3,추자(청도),B,,,,Ochrophyta,대롱편모조식물문,Sargassum macrocarpum,큰열매모자반,,20,,,,
2016,2016-11-03,3,추자(청도),B,,,,Ochrophyta,대롱편모조식물문,Sargassum macrocarpum,큰열매모자반,83,5,,,,
2016,2016-11-30,4,강정,A,10,,,Ochrophyta,대롱편모조식물문,Dictyopteris prolifera,가시뼈대그물말,,1,,,,
2016,2016-11-30,4,강정,A,10,,,Chlorophyta,녹조식물문,Cladophora wrightiana,갈색대마디말,,2,,,,
2016,2016-11-30,4,강정,A,10,,,Chlorophyta,녹조식물문,Cladophora wrightiana,갈색대마디말,27,2,,,,
2016,2016-11-30,4,남원,A,6,,,Chlorophyta,녹조식물문,Cladophora wrightiana,갈색대마디말,30,3,,,,
2016,2016-11-30,4,남원,A,10,,,Chlorophyta,녹조식물문,Cladophora wrightiana,갈색대마디말,,3,,,,
2016,2016-11-30,4,남원,A,10,,,Chlorophyta,녹조식물문,Cladophora wrightiana,갈색대마디말,71,5,,,,
2016,2016-11-30,4,강정,A,3,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,,14,,,,
2016,2016-11-30,4,강정,A,3,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,264,7,,,,
2016,2016-11-30,4,강정,A,6,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,,18,,,,
2016,2016-11-30,4,강정,A,6,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,961,14,,,,
2016,2016-11-30,4,강정,A,10,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,,21,,,,
2016,2016-11-30,4,강정,A,10,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,201,20,,,,
2016,2016-11-30,4,남원,A,3,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,,12,,,,
2016,2016-11-30,4,남원,A,3,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,358,13,,,,
2016,2016-11-30,4,남원,A,6,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,,12,,,,
2016,2016-11-30,4,남원,A,6,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,182,8,,,,
2016,2016-11-30,4,남원,A,10,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,,9,,,,
2016,2016-11-30,4,남원,A,10,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,205,10,,,,
2016,2016-11-30,4,남원,A,6,,,Chlorophyta,녹조식물문,Cladophora herpestica,대마디붙이,,1,,,,
2016,2016-11-30,4,강정,A,3,,,,,Melobesioidean algae,무절산호조류,,4,,,,
2016,2016-11-30,4,강정,A,3,,,,,Melobesioidean algae,무절산호조류,,3,,,,
2016,2016-11-30,4,강정,A,6,,,,,Melobesioidean algae,무절산호조류,,38,,,,
2016,2016-11-30,4,강정,A,6,,,,,Melobesioidean algae,무절산호조류,,12,,,,
2016,2016-11-30,4,강정,A,10,,,,,Melobesioidean algae,무절산호조류,,8,,,,
2016,2016-11-30,4,강정,A,10,,,,,Melobesioidean algae,무절산호조류,,2,,,,
2016,2016-11-30,4,남원,A,3,,,,,Melobesioidean algae,무절산호조류,,22,,,,
2016,2016-11-30,4,남원,A,3,,,,,Melobesioidean algae,무절산호조류,,28,,,,
2016,2016-11-30,4,남원,A,6,,,,,Melobesioidean algae,무절산호조류,,6,,,,
2016,2016-11-30,4,남원,A,6,,,,,Melobesioidean algae,무절산호조류,,12,,,,
2016,2016-11-30,4,남원,A,10,,,,,Melobesioidean algae,무절산호조류,,7,,,,
2016,2016-11-30,4,남원,A,10,,,,,Melobesioidean algae,무절산호조류,,16,,,,
2016,2016-11-30,4,강정,A,10,,,Phaeophyta,갈조식물문,Dictyopteris divaricata,미끈뼈대그물말,8,1,,,,
2016,2016-11-30,4,강정,A,10,,,Rhodophyta,홍조식물문,Grateloupia angusta,붉은뼈까막살,19,2,,,,
2016,2016-11-30,4,남원,A,10,,,Rhodophyta,홍조식물문,Grateloupia angusta,붉은뼈까막살,,6,,,,
2016,2016-11-30,4,남원,A,10,,,Rhodophyta,홍조식물문,Grateloupia angusta,붉은뼈까막살,14,2,,,,
2016,2016-11-30,4,강정,A,3,,,,,Articulated coralline algae,유절산호조류,,68,,,,
2016,2016-11-30,4,강정,A,3,,,,,Articulated coralline algae,유절산호조류,1085,72,,,,
2016,2016-11-30,4,강정,A,6,,,,,Articulated coralline algae,유절산호조류,,22,,,,
2016,2016-11-30,4,강정,A,6,,,,,Articulated coralline algae,유절산호조류,930,62,,,,
2016,2016-11-30,4,강정,A,10,,,,,Articulated coralline algae,유절산호조류,,58,,,,
2016,2016-11-30,4,강정,A,10,,,,,Articulated coralline algae,유절산호조류,838,56,,,,
2016,2016-11-30,4,남원,A,3,,,,,Articulated coralline algae,유절산호조류,,36,,,,
2016,2016-11-30,4,남원,A,3,,,,,Articulated coralline algae,유절산호조류,578,38,,,,
2016,2016-11-30,4,남원,A,6,,,,,Articulated coralline algae,유절산호조류,,45,,,,
2016,2016-11-30,4,남원,A,6,,,,,Articulated coralline algae,유절산호조류,714,48,,,,
2016,2016-11-30,4,남원,A,10,,,,,Articulated coralline algae,유절산호조류,,42,,,,
2016,2016-11-30,4,남원,A,10,,,,,Articulated coralline algae,유절산호조류,562,38,,,,
2016,2016-11-30,4,강정,A,3,,,Rhodophyta,홍조식물문,Plocamium telfairiae,참곱슬이,,6,,,,
2016,2016-11-30,4,강정,A,3,,,Rhodophyta,홍조식물문,Plocamium telfairiae,참곱슬이,67,4,,,,
2016,2016-11-30,4,강정,A,6,,,Rhodophyta,홍조식물문,Plocamium telfairiae,참곱슬이,,8,,,,
2016,2016-11-30,4,강정,A,6,,,Rhodophyta,홍조식물문,Plocamium telfairiae,참곱슬이,91,9,,,,
2016,2016-11-30,4,강정,A,10,,,Rhodophyta,홍조식물문,Plocamium telfairiae,참곱슬이,,2,,,,
2016,2016-11-30,4,강정,A,10,,,Rhodophyta,홍조식물문,Plocamium telfairiae,참곱슬이,170,16,,,,
2016,2016-11-30,4,남원,A,3,,,Rhodophyta,홍조식물문,Plocamium telfairiae,참곱슬이,16,2,,,,
2016,2016-11-30,4,남원,A,6,,,Rhodophyta,홍조식물문,Plocamium telfairiae,참곱슬이,,9,,,,
2016,2016-11-30,4,남원,A,6,,,Rhodophyta,홍조식물문,Plocamium telfairiae,참곱슬이,66,6,,,,
2016,2016-12-02,4,태흥,A,3,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,317,9,,,,
2016,2016-12-02,4,태흥,A,6,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,145,7,,,,
2016,2016-12-02,4,태흥,A,10,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,,6,,,,
2016,2016-12-02,4,태흥,A,10,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,226,8,,,,
2016,2016-12-02,4,태흥,A,3,,,,,Melobesioidean algae,무절산호조류,,16,,,,
2016,2016-12-02,4,태흥,A,3,,,,,Melobesioidean algae,무절산호조류,,14,,,,
2016,2016-12-02,4,태흥,A,6,,,,,Melobesioidean algae,무절산호조류,,12,,,,
2016,2016-12-02,4,태흥,A,6,,,,,Melobesioidean algae,무절산호조류,,20,,,,
2016,2016-12-02,4,태흥,A,10,,,,,Melobesioidean algae,무절산호조류,,26,,,,
2016,2016-12-02,4,태흥,A,10,,,,,Melobesioidean algae,무절산호조류,,34,,,,
2016,2016-12-02,4,태흥,A,6,,,Rhodophyta,홍조식물문,Grateloupia angusta,붉은뼈까막살,,6,,,,
2016,2016-12-02,4,태흥,A,6,,,Rhodophyta,홍조식물문,Grateloupia angusta,붉은뼈까막살,11,21,,,,
2016,2016-12-02,4,태흥,A,10,,,Rhodophyta,홍조식물문,Grateloupia angusta,붉은뼈까막살,,2,,,,
2016,2016-12-02,4,태흥,A,10,,,Rhodophyta,홍조식물문,Grateloupia angusta,붉은뼈까막살,74,6,,,,
2016,2016-12-02,4,태흥,A,3,,,,,Articulated coralline algae,유절산호조류,,28,,,,
2016,2016-12-02,4,태흥,A,3,,,,,Articulated coralline algae,유절산호조류,613,42,,,,
2016,2016-12-02,4,태흥,A,6,,,,,Articulated coralline algae,유절산호조류,,48,,,,
2016,2016-12-02,4,태흥,A,6,,,,,Articulated coralline algae,유절산호조류,498,32,,,,
2016,2016-12-02,4,태흥,A,10,,,,,Articulated coralline algae,유절산호조류,,14,,,,
2016,2016-12-02,4,태흥,A,10,,,,,Articulated coralline algae,유절산호조류,178,12,,,,
2016,2016-12-02,4,태흥,A,3,,,Rhodophyta,홍조식물문,Plocamium telfairiae,참곱슬이,,2,,,,
2016,2016-12-02,4,태흥,A,6,,,Rhodophyta,홍조식물문,Plocamium telfairiae,참곱슬이,,2,,,,
2016,2016-12-05,4,수원,A,6,,,Chlorophyta,녹조식물문,Cladophora wrightiana,갈색대마디말,9,1,,,,
2016,2016-12-05,4,수원,A,6,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,74,6,,,,
2016,2016-12-05,4,두모,A,6,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,,12,,,,
2016,2016-12-05,4,두모,A,6,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,205,13,,,,
2016,2016-12-05,4,수원,A,10,,,Chlorophyta,녹조식물문,Codium coactum,누운청각,,28,,,,
2016,2016-12-05,4,수원,A,10,,,Chlorophyta,녹조식물문,Codium coactum,누운청각,149,4,,,,
2016,2016-12-05,4,수원,A,10,,,Chlorophyta,녹조식물문,Codium contractum,몽우리청각,117,5,,,,
2016,2016-12-05,4,수원,A,3,,,,,Melobesioidean algae,무절산호조류,,54,,,,
2016,2016-12-05,4,수원,A,3,,,,,Melobesioidean algae,무절산호조류,,50,,,,
2016,2016-12-05,4,수원,A,6,,,,,Melobesioidean algae,무절산호조류,,48,,,,
2016,2016-12-05,4,수원,A,6,,,,,Melobesioidean algae,무절산호조류,,64,,,,
2016,2016-12-05,4,수원,A,10,,,,,Melobesioidean algae,무절산호조류,,42,,,,
2016,2016-12-05,4,수원,A,10,,,,,Melobesioidean algae,무절산호조류,,48,,,,
2016,2016-12-05,4,두모,A,3,,,,,Melobesioidean algae,무절산호조류,,14,,,,
2016,2016-12-05,4,두모,A,3,,,,,Melobesioidean algae,무절산호조류,,22,,,,
2016,2016-12-05,4,두모,A,6,,,,,Melobesioidean algae,무절산호조류,,16,,,,
2016,2016-12-05,4,두모,A,6,,,,,Melobesioidean algae,무절산호조류,,14,,,,
2016,2016-12-05,4,두모,A,10,,,,,Melobesioidean algae,무절산호조류,,42,,,,
2016,2016-12-05,4,두모,A,10,,,,,Melobesioidean algae,무절산호조류,,48,,,,
2016,2016-12-05,4,수원,A,6,,,Rhodophyta,홍조식물문,Grateloupia angusta,붉은뼈까막살,14,1,,,,
2016,2016-12-05,4,수원,A,10,,,Rhodophyta,홍조식물문,Grateloupia angusta,붉은뼈까막살,,1,,,,
2016,2016-12-05,4,수원,A,3,,,,,Articulated coralline algae,유절산호조류,,32,,,,
2016,2016-12-05,4,수원,A,3,,,,,Articulated coralline algae,유절산호조류,530,34,,,,
2016,2016-12-05,4,수원,A,6,,,,,Articulated coralline algae,유절산호조류,,34,,,,
2016,2016-12-05,4,수원,A,6,,,,,Articulated coralline algae,유절산호조류,351,24,,,,
2016,2016-12-05,4,수원,A,10,,,,,Articulated coralline algae,유절산호조류,,10,,,,
2016,2016-12-05,4,수원,A,10,,,,,Articulated coralline algae,유절산호조류,486,32,,,,
2016,2016-12-05,4,두모,A,3,,,,,Articulated coralline algae,유절산호조류,,62,,,,
2016,2016-12-05,4,두모,A,3,,,,,Articulated coralline algae,유절산호조류,562,38,,,,
2016,2016-12-05,4,두모,A,6,,,,,Articulated coralline algae,유절산호조류,,32,,,,
2016,2016-12-05,4,두모,A,6,,,,,Articulated coralline algae,유절산호조류,729,48,,,,
2016,2016-12-05,4,두모,A,10,,,,,Articulated coralline algae,유절산호조류,,6,,,,
2016,2016-12-05,4,두모,A,10,,,,,Articulated coralline algae,유절산호조류,279,18,,,,
2016,2016-12-05,4,수원,A,3,,,Rhodophyta,홍조식물문,Plocamium telfairiae,참곱슬이,65,2,,,,
2016,2016-12-05,4,수원,A,6,,,Rhodophyta,홍조식물문,Plocamium telfairiae,참곱슬이,,1,,,,
2016,2016-12-08,4,추자(청도),A,,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,,14,,,,
2016,2016-12-08,4,추자(청도),A,,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,438,20,,,,
2016,2016-12-08,4,추자(청도),A,,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,,12,,,,
2016,2016-12-08,4,추자(청도),A,,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,142,12,,,,
2016,2016-12-08,4,추자(청도),A,,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,,16,,,,
2016,2016-12-08,4,추자(청도),A,,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,625,24,,,,
2016,2016-12-08,4,추자(청도),B,,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,,13,,,,
2016,2016-12-08,4,추자(청도),B,,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,983,44,,,,
2016,2016-12-08,4,추자(청도),B,,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,,38,,,,
2016,2016-12-08,4,추자(청도),B,,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,742,26,,,,
2016,2016-12-08,4,추자(청도),B,,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,,40,,,,
2016,2016-12-08,4,추자(청도),B,,,,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,544,30,,,,
